Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Pressure(Pa),Height(m),Longitude(),Latitude(),GPS ground speed(km),Angle of course(°),GPS height(m),Number of satellites(),Position location(),Horizontal position(),Vertical position(),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3(),Delta_t,Sum Acceleration (g),Corrected_Acc_X(m/s²),Corrected_Acc_Y(m/s²),Corrected_Acc_Z(m/s²)
1900-01-01 15:32:26.320,COM12,,"-0,023","0,015","1,008","0,0","0,0","0,0","0,209","1,357","-62,298","-125,983","288,730","400,777","20,20",96599,"402,76",,,,,,,,,,,,,,"0,1","1,0","-0,3019457720350406","0,36947416660800053","0,08129651706868835"
1900-01-01 15:32:26.421,COM12,,"-0,023","0,016","1,009","0,0","0,0","0,0","0,236","1,346","-62,265","-125,983","288,743","400,790","20,20",96600,"402,67",,,,,,,,,,,,,,"0,101","1,002","-0,2971056666289844","0,3797246551788608","0,09108004316298945"
1900-01-01 15:32:26.520,COM12,,"-0,023","0,015","1,009","0,0","0,0","0,0","0,269","1,335","-62,238","-125,983","288,730","400,790","20,22",96600,"402,67",,,,,,,,,,,,,,"0,099","1,001","-0,2913336139352083","0,370846132211231","0,09106087676903485"
1900-01-01 15:32:26.620,COM12,,"-0,022","0,015","1,009","0,0","0,0","0,0","0,297","1,324","-62,21","-125,983","288,730","400,790","20,17",96600,"402,67",,,,,,,,,,,,,,"0,1","1,002","-0,2765137390333906","0,37138294279837347","0,09104085167068199"
1900-01-01 15:32:26.720,COM12,,"-0,025","0,015","1,009","0,061","0,061","0,0","0,319","1,318","-62,183","-125,983","288,717","400,790","20,25",96600,"402,67",,,,,,,,,,,,,,"0,1","0,9989999999999999","-0,30223848393869196","0,37220330402168134","0,09103741209102445"
1900-01-01 15:32:26.819,COM12,,"-0,023","0,018","1,025","0,0","0,0","0,0","0,346","1,307","-62,161","-125,983","288,717","400,790","20,23",96600,"402,67",,,,,,,,,,,,,,"0,099","1,02","-0,2777375823577761","0,4021047027791669","0,24798109330139795"
1900-01-01 15:32:26.919,COM12,,"-0,025","0,017","1,016","-0,061","-0,061","0,0","0,368","1,302","-62,139","-125,970","288,730","400,790","20,22",96599,"402,76",,,,,,,,,,,,,,"0,1","1,008","-0,29371388757786493","0,39327784991838294","0,15969506804643352"
1900-01-01 15:32:27.019,COM12,,"-0,024","0,018","1,019","0,0","0,0","0,0","0,39","1,296","-62,117","-125,983","288,717","400,790","20,22",96599,"402,76",,,,,,,,,,,,,,"0,1","1,013","-0,28018089986354755","0,4039225001164833","0,18912668959988643"
1900-01-01 15:32:27.120,COM12,,"-0,024","0,017","1,013","0,0","0,0","0,0","0,406","1,291","-62,095","-125,970","288,730","400,803","20,22",96600,"402,67",,,,,,,,,,,,,,"0,101","1,006","-0,2774465692170992","0,39462065231322896","0,1302663893702185"
1900-01-01 15:32:27.220,COM12,,"-0,023","0,016","1,01","0,0","0,0","0,0","0,428","1,285","-62,078","-125,970","288,730","400,777","20,22",96600,"402,67",,,,,,,,,,,,,,"0,1","1,0030000000000001","-0,2638947882038311","0,38565399426385766","0,10084070583573457"
1900-01-01 15:32:27.320,COM12,,"-0,023","0,016","1,009","0,0","0,0","0,0","0,445","1,28","-62,062","-125,970","288,730","400,803","20,25",96600,"402,67",,,,,,,,,,,,,,"0,1","1,002","-0,2609860554119623","0,38625042372817786","0,09103371442592056"
1900-01-01 15:32:27.420,COM12,,"-0,023","0,016","1,009","0,0","0,0","0,0","0,461","1,274","-62,045","-125,957","288,743","400,790","20,20",96599,"402,76",,,,,,,,,,,,,,"0,1","1,002","-0,2581526770172163","0,3866164818062125","0,09103247427732697"
1900-01-01 15:32:27.519,COM12,,"-0,023","0,016","1,008","0,0","0,0","0,0","0,478","1,269","-62,029","-125,957","288,717","400,790","20,20",96599,"402,76",,,,,,,,,,,,,,"0,099","1,0010000000000001","-0,2552445597628276","0,3872161916197514","0,0812273233289833"
1900-01-01 15:32:27.619,COM12,,"-0,023","0,016","1,009","0,0","0,0","0,0","0,494","1,263","-62,012","-125,957","288,717","400,790","20,23",96599,"402,76",,,,,,,,,,,,,,"0,1","1,002","-0,25241168276306464","0,38758559145717153","0,09103785793526065"
